ticker,setup,entry,stop,target,rr,score
MRNA,PULLBACK_TO_VALUE,151.39,105.52,299.0,3.22,60.0
TECH,PULLBACK_TO_VALUE,71.1,66.56,91.46,4.48,34.7
LLY,PULLBACK_TO_VALUE,1159.6,1119.93,1280.34,3.04,4.9
