ticker,setup,entry,stop,target,rr,score
MRNA,PULLBACK_TO_VALUE,154.27,104.36,299.0,2.9,80.0
TECH,PULLBACK_TO_VALUE,71.07,66.49,91.4,4.44,37.1
CI,PULLBACK_TO_VALUE,279.43,270.11,305.8,2.83,12.2
